TID,Tweet,Subjects,Action/Phrases,Category
1547565226500841473,"Already 20 civilians have been confirmed dead following a Russian missile strike on Vinnytsia. Three children, including a toddler in the photo. This is terrorism. Deliberate murder of civilians to spread fear. Russia is a terrorist state and must be legally recognized as such.",['Russia'],"['terrorist state', 'Deliberate murder of civilians to spread fear']",DE
1629195137157922817,"I don’t see the words “the Russian Federation” in the UN Charter on the list of permanent UN Security Council members. In 1991, Russia usurped the USSR’s seat of the permanent UNSC member and turned it… into its Throne of Impunity. UNSC address:",['Russia'],"['usurped the USSR', 'Throne of Impunity']",DE
1622194264422621185,"In the past, Putin has made promises not to occupy Crimea, not to violate Minsk agreements, not to invade Ukraine, yet he has done all of these things. Do not be fooled: he is an expert liar. Every time he has promised not to do something, it has been exactly part of his plan.",['Putin'],['expert liar'],DE
1606594375282204673,"This is not sensitive content – it's the real life of 🇺🇦. Kherson. On the eve of Christmas, in the central part of the city. It's terror, it's killing for the sake of intimidation and pleasure. The world must see what absolute evil we are fighting against. #russiaisateroriststate",['russia'],"['terror', 'killing for the sake of intimidation and pleasure']",DE
1601622215371345920,The terrorist country continues its barbaric efforts to disable power supply ⚡️ and destroy infrastructure in 🇺🇦 and uses scorched earth tactics causing colossal #environmental damage. Learn more from our latest briefing available at,['terrorist country'],"['continues its barbaric efforts to disable power supply ', 'uses scorched earth tactics causing colossal #environmental damage']",DE
1598388520699117569,"Met with @OSCE_RFoM Teresa Ribeiro. As incitement of genocide intensifies in Russia, OSCE has Ukraine’s support in addressing hate speech, increasing media literacy. Russian state propaganda has nothing to do with freedom of speech. Russia mustn’t be allowed to misuse the notion.",['Russian state propaganda'],"['As incitement of genocide intensifies in Russia', 'Russian state propaganda has nothing to do with freedom of speech']",DE
1597261231521673216,Expressed gratitude to 🇬🇧 Foreign Secretary @JamesCleverly for his support of 🇺🇦 and invitation to the Prevention of Sexual Violence in Conflict Conference. Reminded that RF deliberately uses sexual crimes as a weapon against Ukrainians – and must answer for it 1/2,['RF'],['deliberately uses sexual crimes as a weapon against Ukrainians'],DE
1584920083901681664,"Just concluded an online-briefing for foreign media on Russian aggression against Ukraine, Moscow’s ‘dirty bomb’ disinfo campaign, global food security, and other issues of regional and global importance. We keep the world posted and will not let Russian propaganda succeed.",['Russian'],"['aggression against Ukraine', ' disinfo campaign']",DE
1577950555556773889,"Overnight, seven Russian missiles have hit people sleeping peacefully at their homes in Zaporizhzhia. More have struck during the day. Russians keep deliberately striking civilians to sow fear. Russian terror must be stopped — by force of weapons, sanctions, and full isolation.",['Russians'],['deliberately striking civilians to sow fear'],DE
1577613908965220355,Russia’s illegal annexation of Ukrainian territory and its continued attacks on civilians are egregious violations of international law. We will never recognise efforts to seize territory by force. We will hold Putin to account for his brutality. #StandWithUkraine,"['Russia', 'Putin']","['illegal annexation of Ukrainian territory and its continued attacks on civilians are egregious violations of international law', 'brutality']",DE
1576114784189046784,rf continues to escalate the war against 🇺🇦 as its troops use terrorist methods on the ground launching targeted attacks on the civilian infrastructure and polluting the #environment. The update on environmental crimes committed by rf in 🇺🇦 is available at,['rf'],['continues to escalate the war against '],DE
1570813423608557569,"The Russians are killing entire Ukrainian families. Izyum. Olesya, 6 years old. Murdered by the Russian uniformed terrorists. Her parents are buried nearby.",['Russians'],"['killing entire Ukrainian families', 'uniformed terrorists']",DE
1563481462158262277,"Over 2,000 cases of damage to nature have been recorded in Ukraine in 6 months of war causing $10.7 billion worth of environmental losses. Learn more about the barbaric crimes against the #environment of rf occupation forces in 🇺🇦 at",['rf occupation forces'],['barbaric crimes against the #environment'],DE
1560924465894236161,"☢️ blackmailing at the #Zaporizhizhia nuclear power plant, putting forests on 🔥, damaging protected natural areas 🌳🦌, contaminating lakes, rivers and seas with unexploded ordnance and mines - learn more about rf #environmental crimes in 🇺🇦 at",['blackmailing at the #Zaporizhizhia nuclear power plant'],"['putting forests on ', 'damaging protected natural areas ']",DE
1560004147348480000,Russians have struck a residential area in Kharkiv killing at least 6 and wounding at least 16 people. Russia keeps slaughtering people in the middle of Europe. The only way to stop Putin is to provide Ukraine with maximum military aid and impose much tougher sanctions on Russia.,"['Russians', 'Putin']","[' a residential area in Kharkiv killing at least 6 and wounding at least 16 people', 'keeps slaughtering people in the middle of Europe']",DE
1558128135752847362,"⚡ Increased risks of a ☢️ accident at the #Zaporizhizhia nuclear power plant, ☣️ pollutants in the soil, forest 🔥 raging after barbaric shellings, land and sea mine contamination - rf invaders continue to commit #environmental crimes in 🇺🇦. Learn more at",['rf invaders'],"[' accident at the #Zaporizhizhia nuclear power plant', ' raging after barbaric shellings', 'land and sea mine contamination']",DE
1542892235582328835,"Terrorist state Russia continues its war against civilians with overnight missile strikes on Odesa region killing dozens, including children. I urge partners to provide Ukraine with modern missile defense systems as soon as possible. Help us save lives and put an end to this war.",['Russia'],"['Terrorist state', 'war against civilians']",DE
1541092474948558854,"Today is the International Day in Support of Victims of Torture. For russia, torture is a weapon of war and domination. We are doing our best to bring those who tortured and killed people since Feb. 24 to justice, as well as those who committed #RussianWarCrimes since 2014. 1/2",['russia'],"['torture is a weapon of war and domination', 'tortured and killed people since Feb. 24', 'those who committed #RussianWarCrimes since 2014']",DE
1524049127843192832,"Before our meeting in Kyiv, @ABaerbock visited Bucha where Russians committed horrific war crimes, including murder of civilians, rape, and looting. Russia continues its attacks and war crimes now. We value Germany’s support aimed at helping Ukraine stop Russia and its barbarism.",['Russia'],"['committed horrific war crimes, including murder of civilians, rape, and looting', 'continues its attacks and war crimes']",DE
1523290797529264128,Today we are remembering victims of the WW II whose descendants are now dying because of whims of the main war criminal of our era. He continues killing because of the sense of impunity. Together with the world which said “never again” we have to stop forever Russian “again”.,['main war criminal'],['He continues killing because of the sense of impunity'],DE
1521857584168423425,"This is the real face of RF: multiple launching rocket systems were fired at people waiting for public transport in Avdiivka. 10 dead, 20 injured. Similar picture of premeditated killings of civilians by RF soldiers is documented throughout Ukraine. #AccountabilityForUkraine",['RF soldiers'],['premeditated killings of civilians'],DE
1516832928801689619,"rf military forces continue to commit barbaric crimes, killing peaceful Ukrainians and deliberately damaging 🇺🇦's economy, civilian infrastructure, and nature. The updated briefing on #environmental damage caused by the rf invasion is available at",['rf'],"['commit barbaric crimes', 'killing peaceful Ukrainians and deliberately damaging ']",DE
1515748656820989954,"Indiscriminate shelling of residential areas of Kharkiv by RF forces where there were no military targets. Purpos of these inhuman tactics is lucid - destruction, occupation, moving forward. To stop barbarians, we need weapons - the only language they understand. #ArmUkraineNow",['RF forces'],"['Indiscriminate shelling of residential areas of Kharkiv by RF forces where there were no military targets', 'barbarians']",DE
